AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Sheep,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes
Sheep,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes
Sheep,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes
Sheep,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes
Sheep,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes
Sheep,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes
Sheep,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes
Sheep,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes
Sheep,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes
Sheep,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes
Sheep,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes
Sheep,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes
Sheep,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes
Sheep,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes
Sheep,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes
Sheep,Fever,Diarrhea,Muscus,Weight loss,Death,Yes
Sheep,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes
Sheep,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes
Sheep,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes
Sheep,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes
Sheep,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes
Sheep,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes
Sheep,Fever,Lameness,Wasting,Blindness,Staggering,Yes
Sheep,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes
Sheep,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes
Sheep,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes
Sheep,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes
Sheep,Swollen,Warm,Constipation,Depression,Bloody,Yes
Sheep,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes
Sheep,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes
Sheep,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes
Sheep,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes
Sheep,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes
Sheep,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes
Sheep,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes
Sheep,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes
Sheep,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes
Sheep,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes
Sheep,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes
Sheep,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes
Sheep,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes
Sheep,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes
Sheep,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes
Sheep,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes
Sheep,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes
Sheep,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes
Sheep,Fever,Succumb,Sluggish,Anorexia,Pains,Yes
Sheep,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes
Sheep,Fever,Swelling,Bloody,Death,Anemia,Yes
Sheep,Thivk skin,Crusty,Scaly skin,Lesion,Pains,Yes
Sheep,Fever,Abortion,Vomiting,Weight loss,Anorexia,Yes
Sheep,Dizzines,Anemia,Vomiting,Head ache,Nausea,Yes
Sheep,Fever,Wool loss,Swelling,Weight loss,Pains,Yes
Sheep,Tear production,Anversion to light,Bluish white opacity,Blindness,Pains,Yes
Sheep,Fever,Swelling,Lameness,Heat,Pains,Yes
Sheep,Skin color change,Crusty,Scaly skin,Irritation,Blister,Yes
Sheep,Radip onset,Stiff,Muscle Trembling,Weakness,Death,Yes
Sheep,Head Shking,Discharge from ear,Scartching ear,Odor to Ear,Redness on ear,Yes
Sheep,Discharge From eyes,Redness of eye,Blindness,Scartches,Pains,Yes
Sheep,Fever,Loss of Appetite,Scartches,Death,Pains,Yes
Sheep,Discomfort,Loss of Appetite,Bloody Diarrhea,Profuse,Pains,Yes
Sheep,Swelling,Larynx,Swelling on jaw,Hoarseness,Neck Vein Swelling,Yes
Sheep,Inflammation ,Discomfort,Kicking at the belly,Urine infection,Pains,Yes
Sheep,Isolation from flock,Stealing ,Nesting behaviour,Pawing at bedding,Pains,Yes
Sheep,Listless,Difficulty in walking,Grinding of teeth,Blindness,Ataxia,Yes
Sheep,Bluish white opacity,Aversion to light,Tear produce,Blindness,weakness,Yes
Sheep,Head tossing,Wool loss,Fast breathing,Bleeding wounds,Skin issue,Yes
Pigs,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes
Fowl,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes
Duck,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes
Other Birds,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes
Pigs,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes
Fowl,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes
Duck,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes
Other Birds,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes
Fowl,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes
Duck,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes
Other Birds,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes
Pigs,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes
Fowl,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes
Duck,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes
Other Birds,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes
Fowl,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes
Duck,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes
Other Birds,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes
Fowl,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes
Duck,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes
Other Birds,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes
snake,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes
horse,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes
horse,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes
horse,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes
horse,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes
horse,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes
duck,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes
donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes
donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes
Donkey,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes
mules,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes
Elephant,changed gait,dull ness,muscles problem,Pain,Pains,Yes
Elephant,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes
Elephant,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes
Elephant,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Elk,wasting,stumbling,listlessness,drooling,urination problem,Yes
Wapiti,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Mule deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Black-tailed deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Sika deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
White-tailed deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Reindeer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Moos,wasting,stumbling,Fever,drooling,drooping ears,Yes
Tiger,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes
Deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes
Cattle,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes
Goats,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes
Sheep,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes
Buffaloes,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Sheep,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Goats,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Cattle,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes
Cattle,swelling,nasal discharge,drooling,tiredness,fever,Yes
Sheep,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes
Dogs,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes
Fox,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes
Wolves,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes
Hyaenas,stop eating,stop drinking,change their normal behaviour,diarrhea,Pains,Yes
Duck,Fever,Diffulty Swallowing,Excessive drooling,Staggering,Seizures,Yes
Duck,Fever,Diarrhea,Vomiting,Weight loss,Dehydration,Yes
Duck,Fever,Diarrhea,Coughing,Tiredness,Pains,Yes
Duck,Fever,Diarrhea,Coughing,Vomiting,Anorexia,Yes
Duck,Fever,Difficulty breathing,Coughing,Lethargy,Sneezing,Yes
Duck,Fever,Diarrhea,Coughing,Lethargy,Blue Eye,Yes
Duck,Fever,Respiratory distress,Seizuers,Hyperesthesia,Sudden death,Yes
Duck,Ulcers,Diarrhea,Poor Appetite,Tarry Stool,Enlarged lymph nodes,Yes
Duck,Facial Swelling,Bloody Drool,Foul Breath,Unable To Eat,Lossened Teeth,Yes
Duck,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling,Yes
Duck,Swelling on leg,Painfull,Nasal Discharge,Broken Bones,Nasal Discharge,Yes
Duck,Short term lethargy,Loss of  appetite,Weekness in the back legs,Rapid Heart Rate,Week pulse,Yes
Duck,Swollen lymph nodes,Difficulty walking,Back Pain,Lethargy,Vaginal Discharge,Yes
Duck,Fever,Diarrhea,Abdominal pain,Stiffness,Severe weekness and depression,Yes
Duck,Fever,Loss of  appetite,Reduce Energy,Lameness,Swelling of joints,Yes
Duck,Fever,Chronic eye inflamation,Poor Appetite,Lethargy,Neurologic abnormalities,Yes
Duck,Fever,Swelling of face or leg,Poor Appetite,Depression,Pains,Yes
Duck,Diarrhea with muscus,Tensemus,Watery Stool,Flatulence,Pains,Yes
Duck,Strong cough,Runny nose,Sneezing,Lethargy,Loss of appettite,Yes
Duck,Fever,Inflammed eye,Coughing,Depression,Limping,Yes
Duck,Fever,Difficulty breathing,Coughing,Eye and Skin change,Unable to exercise,Yes
Duck,Fever,Loss of  appetite,Coughing,Lethargy,Joint Pain,Yes
Duck,Lesions in the nasal cavity,Lesions on nose,Nose Bleeds,Noisy Breathing,Lesions on nose,Yes
Duck,Hair loss,Dandruff,Darkened skin,Crusting of the skin,Ulcerated skin,Yes
Duck,Greenish-yellow nasal discharge,Lack of pigmentation,Sneezing,Lethargy,Pain on face,Yes
Duck,Fever,Diarrhea,Poor Appetite,Weight loss,Vomitting,Yes
Duck,Jaundice,Pneumonia ,Lession on the skin,pain ,Vomitting,Yes
Duck,Poor coat apperence ,Diarrhea,Vomiting,Weight loss,Dehydration,Yes
Duck,Watering,No appp,Vomiting,Lethargy,Dehydration,Yes
Duck,Straining,Diarrhea,Vomiting,Weight loss,Blindness,Yes
Duck,Upset stomach,Diarrhea,Vomiting,Muscle pain,Muscle stiffness,Yes
Duck,Upset stomach,Diarrhea,Coughing,Weight loss,Anaemia,Yes
Duck,Allergic Reaction,Poor appetite,Coughing,Weight loss,Distended chest,Yes
Duck,Fever,Anoxeria,Weight loss,Lethargy,Pain,Yes
Duck,Limping,Willnot run to jump,Swelling ,Week legs,Pain on leg,Yes
Duck,Fever,Eye ulcer,Congestion,Depression,Pink eye,Yes
Duck,Pnemonia,Loss of  appetite,Eye disharge,Lameness,Arthritis,Yes
Duck,Fever,Seizures,Hydrophobia,Jaw is dropped,Shyness or aggression,Yes
Duck,Bloody Urine,Diffculty breathing,Vomiting,Weight loss,Anorexia,Yes
Duck,Loss of eat,Difficulty in breathing,Swelling ,Lameness,Neurologic abnormalities,Yes
Duck,Dark or black face,Diarrhea,Vomiting,Blood in faces,Pain,Yes
Duck,Jaundice,Difficulty in breathing,Seizuers,Lethargy,Pale gums,Yes
Duck,Appetite varies,Diarrhea,Vomiting,Weight loss,Pain,Yes
Duck,Loss of eat,Fell unwell,Lethargy,Weight loss,Skin issue,Yes
Duck,Sickness,Loss of  appetite,Vomiting,Weight loss,Raised growth or bump,Yes
Duck,Nasal Bleeding,Diffulty chewing,Swelling ,Weight loss,Anorexia,Yes
Duck,Ulcers,Lesions ,Scabs,Lumps,"Bumps(black,grey or red)",Yes
Duck,Gasc,Loss of  appetite,Blood in stool,Stomach growling,Black stool,Yes
Duck,Shaking head,Scartching ear,Black on ear,Bad smell,Red and inflammation ear,Yes
Duck,Attacks,Loss of  appetite,Coughing,Weight loss,Periodic vommiting,Yes
Elephant,Blood stool,Diarrhea,Coughing,Weight loss,Anemia,Yes
Elephant,Nasal discharge,Nosebleeds,inflamed nostrils,Sneezing,Lound breathing,Yes
Elephant,Polyuria,Loss of  appetite,Vomiting,Weight loss,Polydipsa,Yes
Elephant,Exessive Urination,Change in gait,Vomiting,Weight loss,Inability to jump,Yes
Elephant,Convulsion,Loss of consciousness,chewing,Twitching,Salivating,Yes
Elephant,Wheezing,Rapid Breathing,Coughing,Swallowing,Effort to breath,Yes
Elephant,Jaundice,Weekness,Lethargy,Weight loss,Anorexia,Yes
Elephant,Lession on cat skin,Dandruff in cat coat,Red patches,Hair loss,Skin issue,Yes
Elephant,Lethargy,Diarrhea,Vomiting,Discharge from eye,Anorexia,Yes
Elephant,Skin irritation,Scartching,Lethargy,Hair loss,Excessive grooming,Yes
Elephant,Floopy muscle,Speech delay,Intellectual disability,Walking problem,Eye movements,Yes
Elephant,Sensitivity to bright light,Disharge from affected eye,Inflammation,Clouded cornea,Rubbing eye,Yes
Elephant,Fever,Diarrhea,Vomiting,Cramps,Dehydration,Yes
Elephant,Tenderness,Erythema,Swelling ,Scartch,Pain,Yes
Elephant,Fever,Diarrhea,Vomiting,Salivation,Decrease appetite,Yes
Elephant,Scaly patches of skin,Sore,Scabs,Scartch,Hair loss,Yes
Elephant,Fatty stool,Diarrhea,Vomiting,Weight loss,Pain,Yes
Elephant,Nausea,Loss of appetite,Vomiting,Firm,Distended stomach,Yes
Elephant,Fever,Swelling  in the bite area,Lethargy,Limp,Pain,Yes
Elephant,Fever,Loss of appetite,Eyeproblem,Liver disease,Nuerological,Yes
Elephant,Fever,Mild sneezing,Coughing,Nasal,Ocular discharge,Yes
Elephant,Most often none,Sneezing,Nasal Discharge,Dyspnea,Pain,Yes
Elephant,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,Yes
Elephant,Discomfort,Diarrhea,Dry or dull hair,Grinding teeth,Pain,Yes
Elephant,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy,Yes
Elephant,Rhinitis,Pneumonia ,abscessess,Torticollis,Septicemia,Yes
Elephant,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps,Yes
Elephant,Immediate death,Difficulty in breathing,Blue colored lip,Bloody discharge,Neurologic abnormalities,Yes
Elephant,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,Yes
Elephant,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,Yes
Elephant,Fever,Chills,Skin ulcer,Exhaustion,Swollen and painfull,Yes
Elephant,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy,Yes
Elephant,loss in weight,emaciation,loss of appetite,Weakness,diarrhoea,Yes
Elephant,loss of appetite,diarrhea,swollen purple wattle,Swollen comb,Lameness,Yes
Elephant,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,Yes
Elephant,egg production decreases,stunted growth,Blindness,Distinctive bumps,Facial swelling,Yes
Elephant,loss of appetite,thirst,ruffled feathers,Closed eyes,Diarrhea,Yes
Elephant,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters,Yes
Elephant,Fever,weakened legs,los of the ability to walk,Weight loss,Lameness,Yes
Elephant, abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs,Yes
Elephant,swollen,red-colored ,hot udder,Milk getting out more watery,Milk getting out more thick,Yes
Elephant,Fever,Distress,Trembling,Staggering,Convulsion,Yes
Elephant,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness,Yes
Elephant,Fever,Difficulty in breathing,Dribbling of saliva,Inability of Swalllon Feeding,Moist and painfull,Yes
Elephant,Fluif Faeces on blood and muscle,Sudden Death,Blooody Fluid,Red Diarrhea,Faeces are streake with blood,Yes
Elephant,Fever,Pneumonia ,Stand with head droping,Weight loss,Abnormal behaviour,Yes
Elephant,Fever,Slightly Swollen,Lession on the skin,Milky Hard,Papules appear on teats anad udder,Yes
Elephant,Fever,Dull,Hind quarted soil,Animal stop feed,Decrease in milk production,Yes
Elephant,Severe,Diarrhea,Blood on faces,Appetite,Milk reduce,Yes
Elephant,Fever,Depression,Relunctance to move,Salivation,Nasal Discharge,Yes
Elephant,Normal appetite,Diarrhea,Swelling may occur under jaw,Weight loss,Drop in milk production,Yes
Elephant,Swelling on leg,Heat,Hardness,Redness,Pain,Yes
Elephant,Inability to stand ,Diarrhea,Bottle Jaw,Pot belly,Dry Hair coat,Yes
Elephant,Excitability,Nervousness,loss of appetite,Hyper sensitivity,Weakness,Yes
Elephant,Fever,Depression,Attack,Bite other animals,Pain,Yes
Hamster,Fever,Difficulty in breathing,Coughing,Painfull,Eye become dull,Yes
Hamster,Fever,Ulcer on gum,Red eye,Yellowish Discharge,Bloody Diarrhea,Yes
Hamster,Fever,Diarrhea,Coughing,Consistency of milk,Pain,Yes
Hamster,Animal gets uneasy,Difficulty in breathing,Difficult in respiration,Excessive production,Stamping And pedding of hind eye,Yes
Hamster,Fever,Chills,Severe colic,Weakness,Anorexia,Yes
Hamster,Fever,Body stiffness,Lethargy,Severe inflammation,Pain,Yes
Hamster,Sickness,Diarrhea,Weight loss,Nausea,Dehydration,Yes
Hamster,Sudden death,Trouble walking,Paralysis,Depression,Convulsion,Yes
Hamster,Fever,Abortion,Kidney failure,Inflammation of eye,Eye redness,Yes
Hamster,Small red bumps,Pneumonia ,Septic Arthritis,Skin infection,Pain,Yes
Hamster,Fever,Ataxia,Aggressiveness,Depression,Obscure Lameness,Yes
Fowl,Ring shaped Lesion,Round patches,Dry skin,Size of lesions vary,Pain,Yes
Fowl,Fever,Diarrhea,loss of appetite,Colic,Weakness,Yes
Fowl,Fever,Depression,loss of appetite,Stumbling,Ataxia,Yes
Fowl,Bubbles in the mouth,Wheezing,loss of appetite,Lethargy,Nasal Discharge,Yes
Fowl,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection,Yes
Fowl,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes,Yes
Fowl,Passing of undigested food,Diarrhea,Vomiting,Gas or bloating,Dehydration,Yes
Fowl,Smell,Diarrhea,loss of appetite,Excess sleeping,Folded Ears,Yes
Fowl,Loss of activity,Rough coat,loss of appetite,Weight loss,Eventually death,Yes
Fowl,Fever,Diarrhea,Vomiting,Dehydration,Pain,Yes
Fowl,Bald patches,Hair loss,Crusty,Flaky,Red lesion from bald patches,Yes
Fowl,Poor condition,Enlarged lymph nodes,Diarrhea,Weight loss,Pain,Yes
Fowl,Fever,Chills,Coughing,Progressive weakness,Joint Pain,Yes
Fowl,Heavy infection,Diarrhea,Vitamin and minerals defiency,Weight loss,Pain,Yes
Fowl,Fever,Diarrhea,Muscle weakness,Muscle pain,Abdonormal discomfort,Yes
Fowl,Fever,Chills,Headache,Nausea,Pain,Yes
Fowl,Thicked skin,Hair tining,Hair loss,Scabbing,Itchiness,Yes
Fowl,Facial edema,Loss of earing,Vomiting,Head ache,Throat and Ear pain,Yes
Fowl,General malaise,Hepatic failure,Vomiting,Weight loss,Abdonormal pain,Yes
Fowl,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain,Yes
Fowl,Fever,Muscle Loss,Skeleten pain,Weight loss,Wasting,Yes
Fowl,Oedema,Swelling of face or leg,Swelling of neck,Weight loss,Pain,Yes
Fowl,Poor growth,Short stature,Enlargement of bones,Lameness,Weigth bearing long bones,Yes
Fowl,Fever,Chills,Sweat,Head ache,Fatique,Yes
Fowl,Fever,Loss of appetite,Weakness,Weight loss,Vomitting,Yes
Fowl,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,Yes
Fowl,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,Yes
Fowl,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,Yes
Fowl,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,Yes
Fowl,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,Yes
Fowl,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame,Yes
Fowl,Fever,Tiredness,Headache,Skin rashes,Pain,Yes
Fowl,Thick Crusting,Itchiness,Hair loss,Watery eye,Pain,Yes
Fowl,Constant pacing,Facial muscle twitching,abnormalalities,Blindness,Muscle pain,Yes
Fowl,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique,Yes
Fowl,Indigestion,Abdminal pain,Constipation,Diarrhea,Nausea,Yes
Fowl,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,Yes
Fowl,Fever,Malaise,Weakness,Weight loss,Pain,Yes
Fowl,Fever,Diarrhea,Vomiting,Stomach cramps,Nausea,Yes
Fowl,Fever,Lack of coordination,Depression,Salivation,Facial paralysis,Yes
Fowl,Sores on lip,Infection,Sores on lower leg and teats,Lesion,Pain,Yes
Fowl,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,Yes
